Kelime ID,Almanca Kelime,Frekans,Türkçe Anlamý
1024,Leiter,16,müdür; merdiven
1025,Liga,16,lig
1026,Maria,16,Maria (özel isim)
1027,Minute,16,dakika
1028,Mutter,16,anne
1029,Nähe,16,yakýnlýk
1030,Parlament,16,parlamento
1031,Preise,16,fiyatlar
1032,Produkte,16,ürünler
1033,Putin,16,Putin (özel isim)
1034,Schutz,16,koruma
1035,Sicht,16,"görüþ, bakýþ"
1036,Täter,16,fail
1037,VfB,16,VfB (futbol kulübü kýsaltmasý)
1038,Wohnung,16,"daire, ev"
1042,bisschen,16,biraz
1044,durchaus,16,"kesinlikle, gerçekten"
1046,entfernt,16,"uzak, kaldýrýlmýþ"
1047,entscheiden,16,karar vermek
1048,erreicht,16,ulaþýlmýþ
1050,fiel,16,düþtü
1051,frühen,16,erken (çekimli)
1052,fuhr,16,"sürdü, gitti"
1054,gehe,16,gidiyorum
1055,genommen,16,alýnmýþ
1057,geplanten,16,planlanan (çekimli)
1058,gesagt,16,söylenmiþ
1059,gesehen,16,görülmüþ
1060,größten,16,en büyük (çekimli)
1061,helfen,16,yardým etmek
1062,hilft,16,yardým ediyor
1066,seines,16,"onun (nötr, tamlayan)"
1068,sogenannten,16,sözde (çekimli)
1071,teilt,16,paylaþýyor
1072,trifft,16,"buluyor, isabet ediyor"
1132,nimmt,16,alýyor
1135,russische,16,Rus (çekimli)
1136,schneller,16,daha hýzlý
1138,teilweise,16,kýsmen
1139,versuchen,16,denemek
1140,warten,16,beklemek
1145,überhaupt,16,"genel olarak, hiç"
1207,lesen,16,okumak
1293,feiern,16,kutlamak
1313,stolz,16,gururlu
1314,tritt,16,"adým atýyor, tekme atýyor"
1318,zahlreiche,16,"sayýsýz, birçok"
1388,darin,16,onun içinde
1394,fallen,16,düþmek
1593,europäische,16,Avrupa'ya ait
1681,erster,16,birinci (eril)
1694,immerhin,16,"yine de, en azýndan"
1696,internationale,16,uluslararasý (çekimli)
1080,Alexander,15,Alexander (özel isim)
1082,Angriff,15,saldýrý
1083,Augen,15,gözler
1084,Auswirkungen,15,etkiler
1087,Engagement,15,"baðlýlýk, katýlým"
1088,Ergebnisse,15,sonuçlar
1089,Experten,15,uzmanlar
1090,Frankreich,15,Fransa
1091,Fußball,15,futbol
1092,Führung,15,"liderlik, yönetim"
1093,Gefahr,15,tehlike
1094,Gesundheit,15,saðlýk
1095,Hand,15,el
1096,Herbst,15,sonbahar
1097,Innenstadt,15,þehir merkezi
1098,Insel,15,ada
1099,Israels,15,Ýsrail'in
1100,Meinung,15,"görüþ, fikir"
1101,Moment,15,an
1103,Nachmittag,15,öðleden sonra
1104,Polizisten,15,polisler
1105,Red,15,kýrmýzý (Ýngilizce)
1106,Runde,15,"tur, raunt"
1107,SV,15,spor kulübü (kýsaltma)
1108,Spanien,15,Ýspanya
1109,Teams,15,takýmlar
1110,Tor,15,gol; kapý
1111,Türkei,15,Türkiye
1112,Verkehr,15,trafik
1113,Vorfeld,15,"öncesi, hazýrlýk aþamasý"
1114,X,15,X (platform adý)
1115,Zentrum,15,merkez
1117,begonnen,15,baþlanmýþ
1118,erfolgreich,15,baþarýlý
1119,führen,15,"yönetmek, götürmek"
1120,führte,15,"yönetti, götürdü"
1121,geführt,15,"yönetilmiþ, götürülmüþ"
1122,gemeinsame,15,ortak (çekimli)
1123,gesorgt,15,"saðlanmýþ, neden olunmuþ"
1124,getötet,15,öldürülmüþ
1125,gezeigt,15,gösterilmiþ
1126,gleichen,15,ayný (çekimli)
1128,kostet,15,maliyeti oluyor
1134,of,15,(Ýngilizce 'of')
1137,setzte,15,koydu
1142,wenigen,15,az sayýda (çekimli)
1146,überzeugt,15,"ikna olmuþ, ikna edici"
1195,einst,15,bir zamanlar
1198,fehlen,15,eksik olmak
1201,geöffnet,15,açýlmýþ
1206,kämpfen,15,"savaþmak, mücadele etmek"
1214,sorgte,15,"saðladý, neden oldu"
1216,steigen,15,yükselmek
1308,schön,15,güzel
1312,spielte,15,oynadý
1420,sonst,15,aksi takdirde
1517,all,15,tüm
1520,ausgerechnet,15,"tam da, hesapça"
1521,beste,15,en iyi
1553,schreiben,15,yazmak
1914,lernen,15,öðrenmek
2108,berichten,15,haber vermek
1149,AG,14,anonim þirket (kýsaltma)
1150,Aufgaben,14,görevler
1151,Ausstellung,14,sergi
1152,Erfahrungen,14,deneyimler
1155,FDP,14,FDP (Alman Liberal Parti)
1156,Fahrer,14,sürücü
1157,Film,14,film
1158,Gazastreifen,14,Gazze Þeridi
1159,Geburtstag,14,doðum günü
1160,Gebäude,14,bina
1161,Geiseln,14,rehineler
1162,Gewalt,14,þiddet
1163,Gewinn,14,kazanç
1164,Google,14,Google
1165,Grenze,14,sýnýr
1166,Grenzen,14,sýnýrlar
1167,Initiative,14,giriþim
1168,Kampf,14,"mücadele, savaþ"
1169,Leistung,14,"performans, baþarý"
1170,Lindner,14,Lindner (özel isim)
1171,Mehrheit,14,çoðunluk
1172,Monat,14,ay
1173,Mädchen,14,kýz çocuk
1174,Partie,14,"parti, maç"
1175,Rathaus,14,belediye binasý
1176,Regel,14,kural
1178,Stimmung,14,"ruh hali, atmosfer"
1180,Tour,14,tur
1181,Training,14,antrenman
1182,Ungarn,14,Macaristan
1183,Vorstellung,14,"sunum, gösteri"
1184,Weise,14,"biçim, yöntem"
1185,Wohnungen,14,daireler
1186,aktuelle,14,güncel (çekimli)
1187,befindet,14,bulunuyor
1188,beginnen,14,baþlamak
1189,benötigt,14,ihtiyaç duyuluyor
1190,beschlossen,14,karar verilmiþ
1191,bestätigte,14,doðruladý
1192,bringt,14,getiriyor
1194,dürften,14,izinli olabilirlerdi
1197,ermöglicht,14,mümkün kýlýyor
1199,ganzen,14,bütün (çekimli)
1200,gestellt,14,konulmuþ
1204,jedem,14,her birine
1205,kennen,14,tanýmak
1208,mussten,14,zorundaydýlar
1210,niemand,14,hiç kimse
1211,notwendig,14,gerekli
1212,offen,14,açýk
1213,reagiert,14,tepki veriyor
1215,starken,14,güçlü (çekimli)
1218,vorgestellt,14,tanýtýlmýþ
1251,gründen,14,
1290,entstehen,14,
1292,fahren,14,
1305,nämlich,14,
1310,sichern,14,
1316,wahrscheinlich,14,
1317,wichtige,14,
1319,ziemlich,14,
1368,schaden,14,
1383,bauen,14,
1387,dagegen,14,
1389,dritte,14,
1409,laufen,14,
1425,ukrainische,14,
1549,möglicherweise,14,
1629,schloss,14,
1689,grundsätzlich,14,
1706,linken,14,
1710,rechts,14,
1733,überall,14,
1934,unbekannte,14,
2156,hinzu,14,
2323,los,14,
1232,Antwort,13,
1233,Anwohner,13,
1234,Aufgabe,13,
1235,Autos,13,
1236,Bereichen,13,
1237,Berliner,13,
1238,Bewohner,13,
1239,Bilder,13,
1242,Debatte,13,
1243,Demokratie,13,
1244,Diskussion,13,
1246,Drittel,13,
1247,Druck,13,
1248,Freude,13,
1249,Gemeinden,13,
1252,Habeck,13,
1253,Hamas,13,
1254,Harris,13,
1255,Hauptstadt,13,
1256,Jugendliche,13,
1257,Kontrolle,13,
1258,Köln,13,
1260,Lösungen,13,
1261,Ministerpräsident,13,
1262,Mitglieder,13,
1263,Männern,13,
1264,Münchner,13,
1265,Nachfrage,13,
1266,Norden,13,
1267,Personal,13,
1269,Sachen,13,
1270,Salzburg,13,
1271,Sanierung,13,
1272,Schüler,13,
1273,Sitzung,13,
1274,Spitze,13,
1275,Strecke,13,
1277,Vereine,13,
1278,Wiener,13,
1280,Wähler,13,
1281,Zugang,13,
1286,bestätigt,13,
1287,bieten,13,
1288,brauchen,13,
1291,erhöht,13,
1294,fordern,13,
1295,freut,13,
1296,fühlen,13,
1297,gefordert,13,
1298,genügend,13,
1299,gesamten,13,
1300,gesprochen,13,
1301,getroffen,13,
1302,gewählt,13,
1303,könnt,13,
1304,müssten,13,
1306,nötig,13,
1307,schwierig,13,
1309,selten,13,
1315,vierten,13,
1320,Öffentlichkeit,13,
1365,rennen,13,
1381,aktiv,13,
1382,ausgezeichnet,13,
1384,begeistert,13,
1386,beziehungsweise,13,
1395,fällt,13,
1402,guten,13,
1405,hohe,13,
1408,jedenfalls,13,
1410,live,13,
1414,offiziell,13,
1418,retten,13,
1430,vorne,13,
1431,weder,13,
1536,geplante,13,
1577,auftritt,13,
2217,österreichischen,13,
2391,umso,13,
1330,Angriffe,12,
1331,Angst,12,
1332,Armee,12,
1333,Artikel,12,
1334,Aussicht,12,
1336,Beziehung,12,
1337,Bundeskanzler,12,
1338,Büro,12,
1340,Deutschlands,12,
1341,Düsseldorf,12,
1342,Einsatzkräfte,12,
1343,Ergebnis,12,
1344,Fällen,12,
1345,Gefühl,12,
1346,Glück,12,
1347,Hinweise,12,
1348,Hoffnung,12,
1351,Inflation,12,
1353,Jugendlichen,12,
1354,Kanzler,12,
1355,Kollegen,12,
1356,Konsequenzen,12,
1357,Kontakt,12,
1358,Kurs,12,
1359,Leipzig,12,
1360,Markus,12,
1362,Position,12,
1363,Prozess,12,
1364,RTL,12,
1366,Robert,12,
1369,Staatsanwaltschaft,12,
1370,Strom,12,
1371,Umfrage,12,
1372,Veränderungen,12,
1373,Weihnachten,12,
1374,Wettbewerb,12,
1375,Wolfgang,12,
1376,Worte,12,
1377,Zeichen,12,
1378,Ziele,12,
1379,Zuschauer,12,
1385,bewusst,12,
1390,echte,12,
1391,erklären,12,
1392,erzielte,12,
1393,eröffnet,12,
1396,gearbeitet,12,
1397,gegangen,12,
1398,genannt,12,
1399,genauso,12,
1400,genug,12,
1401,gesetzt,12,
1403,heraus,12,
1404,hervor,12,
1406,höher,12,
1407,israelische,12,
1411,machten,12,
1413,möglichst,12,
1415,rechnen,12,
1416,regelmäßig,12,
1417,rein,12,
1419,richtigen,12,
1421,traf,12,
1422,tragen,12,
1424,tätig,12,
1426,verhindern,12,
1427,verlieren,12,
1428,vorbei,12,
1429,vorgeworfen,12,
1493,punkten,12,
1503,song,12,
1525,droht,12,
1531,feiert,12,
1534,gefragt,12,
1535,gemeldet,12,
1537,gern,12,
1538,gespielt,12,
1551,positiv,12,
1552,relativ,12,
1554,schwerer,12,
1556,unklar,12,
1654,wagen,12,
1657,angeboten,12,
1670,dahinter,12,
1671,dich,12,
1677,entdeckt,12,
1705,letztlich,12,
1732,ähnlich,12,
1844,steuern,12,
1861,verhalten,12,
2008,gerät,12,
2118,deswegen,12,
2186,schützen,12,
2189,stattdessen,12,
2454,freie,12,
2455,freien,12,
2563,a,12,
2604,daraufhin,12,
2712,morgen,12,
2749,roten,12,
1440,Amazon,11,
1441,Anschluss,11,
1442,Anstieg,11,
1443,Anteil,11,
1444,Aussage,11,
1445,BSW,11,
1446,Behörden,11,
1447,Beitrag,11,
1448,Bewegung,11,
1449,Brüssel,11,
1450,Bund,11,
1451,Daniel,11,
1453,David,11,
1455,Demonstration,11,
1456,Dinge,11,
1457,Dresden,11,
1458,Einschätzung,11,
1459,Ermittler,11,
1460,Feuer,11,
1461,Gast,11,
1462,Gedanken,11,
1463,Gegensatz,11,
1465,Gespräche,11,
1467,Hamburg,11,
1468,Heimat,11,
1469,Herbert,11,
1470,Hilfe,11,
1471,Hochwasser,11,
1472,Ideen,11,
1473,Intelligenz,11,
1474,Investitionen,11,
1476,Krise,11,
1477,Kultur,11,
1479,Körper,11,
1480,Landtag,11,
1481,Leistungen,11,
1482,Licht,11,
1483,London,11,
1484,Luft,11,
1485,Matthias,11,
1487,Menge,11,
1488,Metern,11,
1489,Mitteilung,11,
1490,Mittel,11,
1491,Müller,11,
1492,Plätze,11,
1494,Quadratmeter,11,
1495,Rede,11,
1496,Regeln,11,
1497,Reihe,11,
1498,Risiko,11,
1499,Ruhe,11,
1500,Rückkehr,11,
1501,SPÖ,11,
1502,Schwester,11,
1504,Sport,11,
1506,Standort,11,
1507,Strategie,11,
1508,Straßen,11,
1509,Technik,11,
1510,Teilnehmer,11,
1511,Umsatz,11,
1512,Veranstaltungen,11,
1513,Verantwortlichen,11,
1514,Verantwortung,11,
1515,Verbindung,11,
1516,Winter,11,
1519,aufgestellt,11,
1522,bestimmten,11,
1523,direkten,11,
1524,diskutiert,11,
1526,endet,11,
1527,entwickeln,11,
1528,erfolgen,11,
1529,erhielt,11,
1530,erhöhen,11,
1532,folgt,11,
1533,folgte,11,
1539,herrscht,11,
1540,heutigen,11,
1541,indem,11,
1542,informieren,11,
1543,innen,11,
1544,laufenden,11,
1545,lief,11,
1546,längst,11,
1548,meinem,11,
1550,ohnehin,11,
1555,sprechen,11,
1557,vollständig,11,
1558,weiterer,11,
1559,zweimal,11,
1560,zwölf,11,
1561,ändern,11,
1562,öffentlich,11,
1563,öffentlichen,11,
1584,bundesliga,11,
1623,präsidenten,11,
1641,toten,11,
1660,bedroht,11,
1678,erfahren,11,
1679,erleben,11,
1691,heuer,11,
1715,sozialen,11,
1716,steckt,11,
1726,voraussichtlich,11,
1728,welches,11,
1731,zusätzliche,11,
1737,überrascht,11,
1840,spenden,11,
1881,besonderen,11,
1893,fährt,11,
1928,starten,11,
1935,verbunden,11,
1940,wichtiger,11,
1941,wobei,11,
1947,übrigens,11,
1999,finale,11,
2182,schauen,11,
2192,technischen,11,
2205,weiteres,11,
2299,interessierte,11,
2351,plus,11,
2499,miteinander,11,
2995,wohnen,11,
1572,Amt,10,
1573,Anlage,10,
1574,Anschlag,10,
1575,Anzahl,10,
1576,Arbeitgeber,10,
1578,Ausland,10,
1579,Bau,10,
1580,Bedingungen,10,
1581,Begriff,10,
1582,Branche,10,
1583,Brand,10,
1585,Bundestag,10,
1586,Chef,10,
1587,City,10,
1590,Einführung,10,
1591,Einrichtungen,10,
1592,Europas,10,
1594,Fahrzeug,10,
1595,Fläche,10,
1596,Fotos,10,
1597,Generation,10,
1598,Geschäft,10,
1599,Grundschule,10,
1600,Haft,10,
1601,Handy,10,
1602,Hannover,10,
1603,Herausforderungen,10,
1604,Himmel,10,
1605,Hotel,10,
1606,Infrastruktur,10,
1607,Iran,10,
1608,Job,10,
1609,Julian,10,
1610,KI,10,
1611,Kanton,10,
1613,Kickl,10,
1614,Krieges,10,
1615,Landwirte,10,
1616,League,10,
1617,Linz,10,
1618,Liste,10,
1620,Nummer,10,
1621,Posten,10,
1622,Produktion,10,
1624,Quadratmetern,10,
1625,Reaktion,10,
1626,Redaktion,10,
1627,Rente,10,
1628,Richter,10,
1630,Schule,10,
1631,See,10,
1632,Sendung,10,
1633,Show,10,
1635,Stadtrat,10,
1636,Streit,10,
1637,Stück,10,
1638,System,10,
1639,Tages,10,
1640,Tim,10,
1642,Treffer,10,
1643,Trumps,10,
1644,Umfeld,10,
1646,Unternehmens,10,
1647,Urlaub,10,
1648,Veranstaltung,10,
1649,Versuch,10,
1650,Vertrag,10,
1653,Vorwürfe,10,
1655,Wahlkampf,10,
1656,Werk,10,
1658,aufgebaut,10,
1659,aufs,10,
1661,befinden,10,
1662,berichteten,10,
1663,bestimmte,10,
1664,besucht,10,
1665,betreibt,10,
1666,blieben,10,
1667,britische,10,
1669,circa,10,
1672,dpa-AFX,10,
1673,ehemalige,10,
1674,ehemaligen,10,
1675,einstellen,10,
1676,einzige,10,
1680,erlebt,10,
1682,festgenommen,10,
1683,finde,10,
1684,gedacht,10,
1685,gefällt,10,
1686,geraten,10,
1687,geschaffen,10,
1688,gestorben,10,
1690,hart,10,
1692,hoffen,10,
1693,hängt,10,
1697,jemand,10,
1698,klare,10,
1699,kritisiert,10,
1700,kritisierte,10,
1701,langen,10,
1702,lebt,10,
1704,leisten,10,
1707,möglichen,10,
1708,nennt,10,
1709,näher,10,
1711,sah,10,
1712,sitzt,10,
1713,sodass,10,
1714,solchen,10,
1717,stärker,10,
1718,teuer,10,
1719,unserem,10,
1720,verboten,10,
1721,verfügbar,10,
1722,verfügt,10,
1723,verwendet,10,
1724,veröffentlicht,10,
1725,voran,10,
1727,warnt,10,
1729,wiederum,10,
1730,wirkt,10,
1734,übernehmen,10,
1735,übernommen,10,
1736,überraschend,10,
1864,vorsitzende,10,
1885,eingeladen,10,
1892,früh,10,
1895,geboren,10,
1896,gefeiert,10,
1906,holt,10,
1918,mitten,10,
1923,schnelle,10,
1926,soziale,10,
1933,umgehend,10,
1937,verstehen,10,
1938,voraus,10,
2057,schwarz,10,
2119,diesmal,10,
2171,mithilfe,10,
2405,vorgehen,10,
2487,kritisch,10,
2657,handeln,10,
2671,international,10,
2813,zweiter,10,
2839,davor,10,
2863,ernst,10,
2944,sitzen,10,
2956,tief,10,
2957,traditionell,10,
2992,wichtigste,10,
2999,zugleich,10,
1747,Aktion,9,
1748,Auftakt,9,
1749,Ausbau,9,
1750,Auseinandersetzung,9,
1751,Ausgleich,9,
1752,Autofahrer,9,
1753,Baerbock,9,
1754,Beamten,9,
1755,Besitz,9,
1757,Beweis,9,
1758,Bezirk,9,
1760,Brandenburg,9,
1761,Bremen,9,
1762,Claudia,9,
1763,Club,9,
1765,Coach,9,
1766,DWD,9,
1769,Diskussionen,9,
1771,Einfluss,9,
1772,Eintracht,9,
1773,Erinnerung,9,
1775,Europawahl,9,
1776,Fachleute,9,
1777,Fahrbahn,9,
1778,Familien,9,
1779,Farbe,9,
1780,Farben,9,
1781,Florian,9,
1782,Fokus,9,
1783,Frank,9,
1784,Frankfurter,9,
1785,Funktionen,9,
1786,Fuß,9,
1787,Fälle,9,
1788,Gaza,9,
1789,Gelände,9,
1790,Gewerkschaft,9,
1791,Gold,9,
1792,Gästen,9,
1793,Hamburger,9,
1794,Handel,9,
1795,Harry,9,
1796,Hersteller,9,
1797,Hintergrund,9,
1798,Hof,9,
1799,Hände,9,
1801,Inhalte,9,
1802,Jahrzehnten,9,
1805,Jörg,9,
1806,Kader,9,
1807,Karl,9,
1808,Koalition,9,
1809,Konflikt,9,
1810,Kraft,9,
1811,Kursziel,9,
1812,Linie,9,
1813,Mainz,9,
1814,Marcel,9,
1815,Mario,9,
1817,Million,9,
1818,Mitarbeitern,9,
1820,Motto,9,
1821,NRW,9,
1822,Nachrichtenagentur,9,
1823,Nagelsmann,9,
1824,Natur,9,
1826,Nutzer,9,
1827,Ortsteil,9,
1828,Partner,9,
1829,Philipp,9,
1830,Pistorius,9,
1831,Pkw,9,
1832,Plan,9,
1833,Pläne,9,
1834,Potenzial,9,
1835,Punkt,9,
1836,Quartal,9,
1837,Reise,9,
1838,Sache,9,
1839,Schauspieler,9,
1841,Sprecherin,9,
1842,Staaten,9,
1843,Staffel,9,
1845,Städte,9,
1846,Summe,9,
1847,Szene,9,
1848,Technologien,9,
1849,Teile,9,
1850,Thüringen,9,
1851,Thüringer,9,
1852,Tickets,9,
1853,Tier,9,
1854,Traum,9,
1857,Umfragen,9,
1858,Umsetzung,9,
1859,Ursache,9,
1860,Urteil,9,
1862,Verhältnis,9,
1863,Vision,9,
1865,Vorsprung,9,
1866,Vorstand,9,
1867,Wachstum,9,
1869,Wechsel,9,
1872,Wolf,9,
1873,Wunsch,9,
1874,York,9,
1877,Zürich,9,
1878,abzuwarten,9,
1879,anderer,9,
1880,belegt,9,
1882,britischen,9,
1883,dar,9,
1884,denke,9,
1886,einig,9,
1887,einzigen,9,
1888,erlaubt,9,
1889,erreichten,9,
1890,erscheinen,9,
1891,extrem,9,
1894,gebaut,9,
1897,gelten,9,
1898,gelungen,9,
1899,geschlossen,9,
1900,gestartet,9,
1901,glaube,9,
1902,größeren,9,
1903,heißen,9,
1904,hofft,9,
1905,holen,9,
1907,höhere,9,
1908,inklusive,9,
1909,kaufen,9,
1910,kennt,9,
1911,komme,9,
1912,kurzen,9,
1915,mache,9,
1916,mag,9,
1919,ordentlich,9,
1920,private,9,
1921,präsentieren,9,
1922,schicken,9,
1924,schrieb,9,
1927,starb,9,
1929,steigt,9,
1931,tiefer,9,
1932,ukrainischen,9,
1936,verfolgen,9,
1939,wachsen,9,
1942,zahlreichen,9,
1943,zog,9,
1944,zählt,9,
1945,älteren,9,
1946,übernahm,9,
1989,deutsch,9,
2054,rücken,9,
2104,beendet,9,
2106,behandelt,9,
2112,beteiligt,9,
2117,desto,9,
2122,draußen,9,
2124,eins,9,
2131,erhält,9,
2141,frühere,9,
2147,gerechnet,9,
2152,globalen,9,
2169,mehrfach,9,
2183,schlecht,9,
2199,verurteilt,9,
2210,wächst,9,
2421,alleine,9,
2433,betrug,9,
2506,reden,9,
2522,unabhängig,9,
2523,unmittelbar,9,
2689,la,9,
2885,glauben,9,
2984,vorher,9,
3042,anstatt,9,
3142,griff,9,
3201,lagen,9,
3433,einzelne,9,
3454,falls,9,
3489,geschehen,9,
3580,schwarzen,9,
1961,AI,8,
1962,Amerika,8,
1964,Anlagen,8,
1966,Ansicht,8,
1967,Apple,8,
1968,Aufmerksamkeit,8,
1969,Auge,8,
1970,Ausgabe,8,
1971,Autor,8,
1972,B,8,
1973,Baden-Württemberg,8,
1974,Basel,8,
1975,Basis,8,
1976,Baum,8,
1977,Bayer,8,
1978,Besatzung,8,
1980,Bilanz,8,
1981,Botschaft,8,
1982,Bundesrepublik,8,
1983,Bäume,8,
1984,Börse,8,
1985,CSU,8,
1986,Christoph,8,
1987,Dauer,8,
1988,Detail,8,
1990,Einrichtung,8,
1991,Einschränkungen,8,
1992,Eintritt,8,
1993,Entwickler,8,
1994,Eröffnung,8,
1995,FPÖ,8,
1996,Fahrzeuge,8,
1997,Feld,8,
1998,Festival,8,
2000,Firmen,8,
2001,Foto,8,
2002,Freunden,8,
2004,Garten,8,
2005,Gas,8,
2006,Gelegenheit,8,
2009,Gesetz,8,
2010,Gesprächen,8,
2011,GmbH,8,
2012,Gruppen,8,
2013,Haltung,8,
2014,Herr,8,
2015,Herstellung,8,
2016,Horst,8,
2017,Hund,8,
2019,Institut,8,
2020,Interesse,8,
2021,Josef,8,
2022,Jugend,8,
2023,Jänner,8,
2024,Kaiser,8,
2025,Kauf,8,
2026,Kiew,8,
2027,Konzern,8,
2028,Krisen,8,
2029,Leon,8,
2032,Marco,8,
2033,Max,8,
2034,Mensch,8,
2035,Merz,8,
2036,Messer,8,
2037,Migranten,8,
2039,Moderator,8,
2040,Momente,8,
2041,Museum,8,
2042,Nachfolger,8,
2043,Nachricht,8,
2044,Nationalmannschaft,8,
2046,Opposition,8,
2047,Organisation,8,
2048,Osten,8,
2049,Projekte,8,
2050,Proteste,8,
2051,Regen,8,
2052,Ressourcen,8,
2053,Ring,8,
2055,Sachsen,8,
2056,Schlagzeilen,8,
2059,Songs,8,
2060,Sonne,8,
2062,Spaß,8,
2064,Stellung,8,
2065,Stephan,8,
2066,Studie,8,
2067,Tatsache,8,
2069,Temperaturen,8,
2070,Termin,8,
2071,Text,8,
2072,Ticket,8,
2073,US-Dollar,8,
2074,Umgebung,8,
2075,Verbesserung,8,
2076,Verdacht,8,
2077,Verhandlungen,8,
2078,Verkauf,8,
2079,Verwaltung,8,
2081,VfL,8,
2082,Videos,8,
2083,Vielfalt,8,
2084,Vielzahl,8,
2086,Viertelfinale,8,
2087,Voraussetzungen,8,
2088,WM,8,
2090,Weihnachtsmarkt,8,
2091,Werke,8,
2092,Westen,8,
2093,Wind,8,
2095,Wolfsburg,8,
2096,Zeiten,8,
2097,Zug,8,
2098,Zuschauern,8,
2099,Zustand,8,
2100,Zustimmung,8,
2101,Zwecke,8,
2102,ans,8,
2103,aufgenommen,8,
2105,begann,8,
2107,beliebt,8,
2109,berücksichtigt,8,
2110,bessere,8,
2111,bestehende,8,
2114,bilden,8,
2115,blickt,8,
2116,brauche,8,
2120,digitale,8,
2121,dir,8,
2123,einfacher,8,
2125,endete,8,
2126,engagiert,8,
2127,enorm,8,
2128,entspricht,8,
2129,entwickelt,8,
2130,ergab,8,
2132,erhältlich,8,
2133,erinnert,8,
2134,erscheint,8,
2135,ersetzt,8,
2136,erweitert,8,
2137,feierte,8,
2138,finanzielle,8,
2140,forderte,8,
2142,galt,8,
2143,gehabt,8,
2144,gelassen,8,
2145,gelernt,8,
2146,genießen,8,
2148,gerettet,8,
2149,gesamte,8,
2150,gesichert,8,
2151,gezogen,8,
2153,großer,8,
2154,heisst,8,
2155,hielt,8,
2157,israelischen,8,
2158,jene,8,
2159,klaren,8,
2160,klingt,8,
2162,konkrete,8,
2163,kämpft,8,
2164,kündigte,8,
2165,lag,8,
2166,langjährige,8,
2167,ließen,8,
2168,manchen,8,
2170,meinen,8,
2172,müsste,8,
2173,normal,8,
2174,offiziellen,8,
2175,online,8,
2176,präsentiert,8,
2177,reduzieren,8,
2178,reichen,8,
2179,reicht,8,
2180,ruhig,8,
2181,schafft,8,
2185,schätzen,8,
2187,sinnvoll,8,
2188,startete,8,
2190,stehe,8,
2191,stärken,8,
2193,ums,8,
2194,unterschiedliche,8,
2195,verabschiedet,8,
2196,vergessen,8,
2197,verpflichtet,8,
2198,verteidigen,8,
2200,verzichten,8,
2201,verändert,8,
2202,vorbereitet,8,
2203,vorstellen,8,
2204,weist,8,
2206,welchen,8,
2207,wirken,8,
2208,wirtschaftliche,8,
2209,wirtschaftlichen,8,
2211,zählen,8,
2212,Österreichs,8,
2213,Übernahme,8,
2214,ähnliche,8,
2215,ändert,8,
2216,äußerst,8,
2240,aussagen,8,
2315,krone,8,
2341,nein,8,
2347,patienten,8,
2348,pflanzen,8,
2369,schritte,8,
2375,sorge,8,
2400,vertreter,8,
2412,werte,8,
2437,denken,8,
2445,entstanden,8,
2459,gaben,8,
2463,gelingt,8,
2468,gewarnt,8,
2473,hast,8,
2474,her,8,
2489,künstliche,8,
2494,lieber,8,
2495,lohnt,8,
2500,möchten,8,
2519,treibt,8,
2525,verdient,8,
2529,verletzte,8,
2532,verteilt,8,
2540,womöglich,8,
2541,wählen,8,
2546,zunehmend,8,
2566,alternative,8,
2779,stimme,8,
2840,dementsprechend,8,
2878,gefallen,8,
2889,gutes,8,
2894,häufig,8,
2931,rechten,8,
2972,vermutlich,8,
2988,weißen,8,
2990,weshalb,8,
3096,entsprechend,8,
3312,super,8,
3427,egal,8,
3618,vielmehr,8,
3755,bitte,8,
4073,rechte,8,
2226,Aktie,7,
2227,Altstadt,7,
2228,Ampel,7,
2229,Amtszeit,7,
2230,Analyse,7,
2231,Anlass,7,
2232,Anleger,7,
2233,Anna,7,
2234,Ansatz,7,
2235,Antisemitismus,7,
2236,App,7,
2237,Aufsehen,7,
2238,Aufstieg,7,
2239,Ausbildung,7,
2241,Aussichten,7,
2242,Austria,7,
2243,Barcelona,7,
2244,Begegnung,7,
2245,Benjamin,7,
2247,Betriebe,7,
2248,Beziehungen,7,
2249,Bezug,7,
2250,Bielefeld,7,
2251,Bildung,7,
2253,Bull,7,
2254,Burgenland,7,
2255,Bürgergeld,7,
2256,Champions,7,
2257,Chancen,7,
2258,Charles,7,
2259,Clubs,7,
2260,Comeback,7,
2261,Demokraten,7,
2262,EM,7,
2263,Ehefrau,7,
2264,Eindruck,7,
2265,Einstufung,7,
2267,Erwachsene,7,
2269,Eurovision,7,
2270,Fahrt,7,
2271,Fenster,7,
2272,Ferrari,7,
2274,Firma,7,
2275,Forderungen,7,
